date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev
071012	18:01:33	10023	Language	Language	0	English	421587	0	0	18:01:33	421852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	Session	Session	0	Baseline	955	0	0	18:01:33	422891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	HandEng	HandEng	0	Right	3827	0	0	18:01:33	426796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	CubeEng	CubeEng	1	2Cube	68997	0	0	18:01:33	537084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:01:33	559115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	44	0	0	18:01:33	559195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1887	1	0	18:01:33	561115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	684	0	0	18:01:33	561834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	57	1980	0	0	18:01:33	564847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2187	1	0	18:01:33	567059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	516	0	0	18:01:33	567605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2487	1	0	18:01:33	570124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	411	0	0	18:01:33	570577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:01:33	572097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	358	0	0	18:01:33	572497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2387	1	0	18:01:33	574909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	282	0	0	18:01:33	575229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1687	1	0	18:01:33	576948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	274	0	0	18:01:33	577255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:01:33	579267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	292	0	0	18:01:33	579600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1787	1	0	18:01:33	581413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	257	0	0	18:01:33	581706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:01:33	584025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	285	0	0	18:01:33	584345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:01:33	585958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	273	0	0	18:01:33	586264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2187	1	0	18:01:33	588477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	265	0	0	18:01:33	588783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2487	1	0	18:01:33	591302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	272	0	0	18:01:33	591609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2087	1	0	18:01:33	593728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	278	0	0	18:01:33	594048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:01:33	595567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	278	0	0	18:01:33	595887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:01:33	598206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	280	0	0	18:01:33	598526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1887	1	0	18:01:33	600445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	265	0	0	18:01:33	600752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2387	1	0	18:01:33	603164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	362	0	0	18:01:33	603564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:01:33	605577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	270	0	0	18:01:33	605883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1687	1	0	18:01:33	607602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	324	0	0	18:01:33	607962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1787	1	0	18:01:33	609775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	295	0	0	18:01:33	610108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1787	1	0	18:01:33	611921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	293	0	0	18:01:33	612254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2187	1	0	18:01:33	614466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	275	0	0	18:01:33	614773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:01:33	616386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	228	0	0	18:01:33	616652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2087	1	0	18:01:33	618771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	274	0	0	18:01:33	619078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1687	1	0	18:01:33	620797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	248	0	0	18:01:33	621077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1887	1	0	18:01:33	622996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	209	0	0	18:01:33	623236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2487	1	0	18:01:33	625755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	266	0	0	18:01:33	626062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:01:33	628074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	267	0	0	18:01:33	628381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:01:33	630700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	282	0	0	18:01:33	631020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:01:33	632539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	299	0	0	18:01:33	632872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2387	1	0	18:01:33	635285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	241	0	0	18:01:33	635564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2187	1	0	18:01:33	637777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	261	0	0	18:01:33	638070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2087	1	0	18:01:33	640189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	264	0	0	18:01:33	640496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	2287	1	0	18:01:33	642815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	294	0	0	18:01:33	643148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1487	1	0	18:01:33	644667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	282	0	0	18:01:33	644987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1887	1	0	18:01:33	646907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	267	0	0	18:01:33	647213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1987	1	0	18:01:33	649226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	284	0	0	18:01:33	649546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1687	1	0	18:01:33	651252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	241	0	0	18:01:33	651531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	blank.simpleEng	2	0	1587	1	0	18:01:33	653144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	pm.simpleEngRight	pm.simpleEng	2	57	237	0	0	18:01:33	653411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
071012	18:01:33	10023	Trial2BackEng	N	3	0	1000	1	1	18:01:33	728247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
