date	time	subject	blockcode	trialcode	values.TaskNumber	response	latency	correct	values.Score	script.starttime	script.elapsedtime	values.ScoreS7	values.Word1	values.Word2	values.Word3	values.Word4	values.Word5	values.Word6	values.Word7	values.Word8	values.DigitSpanFwrd	values.DigitSpanBack	values.ScoreAbs	values.Contour	values.Numbers	values.Hands	values.corsiblockspanFwrd	values.corsiblockspanRev
081512	17:18:01	10007	Language	Language	0	French	2451	0	0	17:18:01	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	Session	Session	0	3mo	658	0	0	17:18:01	3298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	HandFr	HandFr	0	LeftFr	111563	0	0	17:18:01	114948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	AudioCheckFr	WordsFr	0	0	0	0	0	17:18:01	143102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	CubeFr	CubeFr	1	1Cube	23136	0	0	17:18:01	168126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	blank.simpleFr	2	0	1487	1	0	17:18:01	186492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	pm.simpleFr	2	57	462	0	0	17:18:01	186985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	blank.simpleFr	2	0	1687	1	0	17:18:01	188704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	pm.simpleFr	2	57	282	0	0	17:18:01	189024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	blank.simpleFr	2	0	2287	1	0	17:18:01	191343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	pm.simpleFr	2	57	330	0	0	17:18:01	191717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	blank.simpleFr	2	0	2087	1	0	17:18:01	193836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081512	17:18:01	10007	pm.simpleFrLeft	pm.simpleFr	2	57	271	0	0	17:18:01	194142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
